claim_id,target
ID_HJX8S2IICQGK,5802.106299999998
ID_T2MQ13XD0BZH,10996.764399999995
ID_NGZ13S84K0SZ,10008.675299999999
ID_KQC61JPTBOWP,1920.2913
ID_LBUJS9N3CZLR,7161.4492
ID_GWEOWVWDJU49,7045.1698
ID_ARSJNVI9J3CD,2944.2544999999996
ID_3WD3PW51IHIB,1580.5450000000003
ID_9YU1OGVM07XT,1587.9758
ID_MZPV0UT4FXS0,9156.484199999999
ID_5SHCLLHGGTZM,8318.016699999996
ID_F8XAZJ6RA96K,12499.629900000005
ID_8RWMB2R4BG17,1829.8278999999995
ID_ZQOXGQKTSQUZ,12697.9909
ID_GD1WHVT4SRZK,1327.6545999999994
ID_ZCHG291XANNT,8252.9834
ID_DSODEGCFSOB0,11225.877300000002
ID_9QEMV2YYHWMX,2287.768500000001
ID_V3668U3YAR1G,2589.392799999999
ID_AYBG48UESVMW,2622.2342
ID_WG8IGLW118PX,2015.293
ID_L51DQPGB1XWS,11602.286599999994
ID_1TLMI0UOIGAY,6968.853300000001
ID_OH1YCA7WAPON,9652.258399999999
ID_UWJ8767S834E,1953.2225000000003
ID_JDQK94DGU4DW,2918.27
ID_DQC0I18N384A,11818.787799999996
ID_QWX6P6619LBW,12005.090299999998
ID_SXN31W3BRU6F,13746.7364
ID_JLA4O9LPKRPY,1074.2894999999999
ID_AW9JMF8YK0IQ,1776.4997999999996
ID_QMBIEC5DUEP2,1552.8803
ID_SQK46ENZNN15,7355.754000000002
ID_8IOZ8AI9T08B,4525.964500000001
ID_DTIAQFOBLZ68,12817.426899999999
ID_3P6PTTTZLB1N,490.4714000000001
ID_AL9S4HDUCQNK,8369.396700000001
ID_B5YFPXNPSO0Z,2802.6144000000004
ID_U8S58DFLXRW8,2365.371799999999
ID_14YI3TPJDAXW,4983.807899999999
ID_NORV1JV5N5H1,9631.855900000004
ID_FGMLDEQQ5VTL,11090.140500000001
ID_4JBM19CDP905,1639.6752000000001
ID_UAYAPPFGU49T,6561.056699999997
ID_UJI9VQT64XLZ,16383.297099999998
ID_2UBFGZBG44Q8,5405.387299999999
ID_8MUB33JHGXD4,1127.8344
ID_WRV0TNP6H37M,1858.9992000000007
ID_4FAMKR2RVPUY,5141.253999999998
ID_JGFAX1D1YTEU,8929.424099999997
ID_CSOJJ88XTSNW,7109.519199999999
ID_AEMWXY9SFACH,3261.3363
ID_J9TW7WI0RPVA,2924.6165
ID_FL5V6BDWYX7U,16233.333600000005
ID_QO0KME1Q35RY,6062.158999999999
ID_1WGY6RUVVO1R,3340.688299999998
ID_218429JI3ZSB,13905.716299999996
ID_SMTP4299GKWF,898.1687999999998
ID_QEFAPI8OLN40,12044.717399999998
ID_CT2EUXD5QITF,692.0376
ID_FL4INJEVMO72,5524.596699999999
ID_6KV4BIXK209T,12200.6452
ID_0BVJGYNJ4QLY,9200.1774
ID_R32K8P0RV0Q6,1631.4399999999994
ID_OW7A72CD2XPX,8157.297400000001
ID_QBD4L7F3OZXC,2286.7569
ID_WFPHNMS6I1HH,15396.209899999994
ID_0K90AA235634,2714.3451999999997
ID_9NU4NR9GH2L3,1775.6100000000004
ID_QF5W70OBUA88,7310.432700000001
ID_I19WSLI8RNDK,9915.637099999998
ID_1HRO07MFSMY1,2268.014900000001
ID_B11WB6U370G6,1625.5929999999996
ID_TM5UDA4UIA1T,3810.853000000001
ID_LXRX7X6B1TTK,14531.635500000002
ID_MRM1S0PSPAGG,10273.453599999999
ID_8L1QQ6984DFA,9425.506000000001
ID_GAP51CTJVUTW,8206.9604
ID_N59IAC8EHSK9,8738.657899999997
ID_2ZKHTNPEJWTU,5390.2703
ID_ZX1LS90TPEAZ,6527.0676
ID_RQDX6394C0PV,10034.972699999998
ID_54EUEJ8100WY,16400.492600000012
ID_RHSRV6JR9S7W,12602.823000000002
ID_3ZWRK76JMSVR,13359.1154
ID_EKRFPZ95S834,4745.2237000000005
ID_2MG3DCGQ2PUJ,2317.0888000000004
ID_VHUH2SSSYB5W,1638.3961999999997
ID_PC5NQCG23IDH,12416.696999999996
ID_KFCFCGPW0CRE,9755.3258
ID_FVTDS1V2UWJ0,8710.402100000001
ID_G8RW23CWM112,1510.3768000000002
ID_HJR5FA5072SC,13741.115199999998
ID_BW1GB2A9Z0HY,5138.298499999999
ID_6KDP2IQMKUST,2571.4476999999993
ID_5CODTBH35Y3R,7909.308800000002
ID_ZZJ9AVU1DNFI,4576.980600000001
ID_34LXG88RV0JT,9841.991000000002
ID_F5P1YJELLD9J,4603.504199999999
ID_LDVXTQADTBV3,2492.7610999999997
ID_OR9IE5ZIKGIT,8273.533699999996
ID_M8WK536RMMTH,5304.9922
ID_6M6SN4BN8UEN,14052.073400000001
ID_3S7A7GQUTJHF,12657.622899999998
ID_JRL47ZEU8BYN,8840.363599999997
ID_7TJOH65FR8WX,1666.4844
ID_SQLIN9VD80BI,3932.6093999999975
ID_0PCW0JLFX6VF,13292.800799999995
ID_DZFDAMLMSGKG,3391.720899999999
ID_S8X97I3XWZJ4,2924.6153000000004
ID_RRD6N3457HL3,2913.1259999999997
ID_5X0INM7NBJ25,8283.526899999999
ID_MYWZ6AHV0K1L,3965.836999999999
ID_B0IMQ69JUBGQ,15305.829799999998
ID_QLDNHB4ZENWX,13644.581699999995
ID_ZQ14OHI1RZ94,1734.3908000000001
ID_BEFZSCEM2CD7,8910.991600000003
ID_FXQ7IAWFX274,3838.9509000000003
ID_6Q10LZXW4ISE,432.36980000000005
ID_FCDO9HQGOXVG,5012.804799999998
ID_EQ9FPZAZV129,846.2434000000001
ID_D0KWWX60T6RV,3115.547300000002
ID_ZSR1N3ZPX3AI,854.4624
ID_BS8MRUBL7MF7,1552.4609999999998
ID_HCRYUBIK2K5Q,5591.738900000001
ID_CT42XCX98MA7,10865.892
ID_5K2DPUP1VOJB,6632.103799999999
ID_EVLIZ8G3XIXE,6304.8162
ID_KRQ1EX6TDHCL,1640.7826000000007
ID_1ZQ8O3XO586O,6307.4901
ID_DS0J81H8OPD4,928.9381999999998
ID_GPAKIF2HFH4C,9476.746500000001
ID_DJ6GI7VPLYZF,952.3747999999999
ID_12T47OAUSE78,471.7770999999999
ID_E5LORFQ54D85,12311.367599999998
ID_YTQ0LQPFIUDZ,2769.476000000001
ID_3IVF96ZALTJG,1974.3297999999995
ID_UPF1OEOO36GJ,10547.198999999999
ID_S7OCME9R7M18,1543.7721000000001
ID_WMMAU6LMOFPK,7797.829800000001
ID_CC9GUFUSFM02,4070.598700000001
ID_X7ZB7PXYHJPF,15386.9961
ID_YOQ2YQ2CSYF0,11668.785999999998
ID_BQ4EEWLYZ36X,4819.145000000002
ID_36IEX8K1Z9CM,11776.198800000004
ID_AFWTQ9DCPYEZ,4355.212299999999
ID_0MHCI9397ALZ,5474.067100000001
ID_LT5751RKPEFU,7893.590899999999
ID_BW0YLIYBB8AR,9823.53030000001
ID_B63X94UIC5K2,5106.762799999999
ID_X2XHACOZ9R9K,1889.4974999999997
ID_L1ZPCXMIBS3V,5979.302600000001
ID_IQHK15YRIZBE,12737.674500000005
ID_3R7LF41CQXG9,1090.2806
ID_7LEFFFJS97NG,4782.936500000001
ID_685E88QWMX7J,2889.425199999999
ID_CSIAP4OPVU0J,7943.442100000001
ID_KGKXHYHCQTV6,3960.4698000000008
ID_8Y4WD7T6YPEN,3743.4399
ID_BYQBEWA85XBV,646.3777
ID_D80UNH3F0ZR6,3158.420399999999
ID_JTNPHVVLJT2S,754.2506999999999
ID_FJCC0JYKHUSG,10609.1471
ID_TAQ9BJLRMS0M,2756.6978000000004
ID_YUA7G3AKEKUW,517.961
ID_AKK7323V5M9H,7618.4297
ID_C8K5D7GQASZ8,2604.7270000000008
ID_G9K3S75RQOW7,943.0311000000003
ID_BSOAJEZACW0K,3472.636099999999
ID_VKWS1QA7G0WS,4326.326600000001
ID_IYEJX1L1VPOY,2655.6411999999996
ID_KJGUXMIVEUHN,7159.9265000000005
ID_JZGGGMW19W26,2127.8139000000006
ID_XU0YX84YZHYF,7013.1972000000005
ID_CD1IGKQKEQ33,757.4571000000001
ID_P0AGKUJ6YWEG,2508.551500000001
ID_ZHZXSU4EWYHZ,1575.4874000000004
ID_C68773FQ821F,6416.3397
ID_YFH42FKYN6UE,4682.005
ID_RFW7Z5EVU0RX,2199.084
ID_TIQKIELDAV4R,2235.668599999999
ID_7B46Y9RKXUE8,2544.6326
ID_EH51AEQZKW9L,12878.773499999988
ID_UQT0HT079BJV,2046.0943000000002
ID_YV1N0RPLZNUL,2782.8926999999994
ID_TV7G9KKOQ3PM,5324.798999999999
ID_S4CO7S9R7A2U,6576.274600000002
ID_TOEZ3HXSGEU1,6821.012400000002
ID_C7ISZ53QACGI,2897.9813
ID_0IAMH1WMGKRK,4808.3421
ID_6TOFP1KM95FP,5906.170499999999
ID_ZOGYSBBJYJ3N,15350.027400000003
ID_VCS6J83V9BM6,1744.9318000000003
ID_UNDJ2YLWNWXG,1452.3953000000006
ID_M7TSEHK1LL34,12139.468599999995
ID_WULO8Y7FZRDF,592.1174000000001
ID_HZRR41RARN8X,2294.7264999999998
ID_VBSWEUXFREFT,2782.6575999999995
ID_6R886OS1WUVU,2356.4386
ID_7DG1FQB6W258,7622.162600000002
ID_NLAWKIV3XPDT,777.6454999999999
ID_2S03BM788M9X,2209.1996999999997
ID_MG415EU7H1G7,15733.514899999995
ID_37L3Y83X8FKG,8466.332
ID_1J91BS5G46QQ,1348.2423999999999
ID_VCG3I2YRZFUB,661.1134999999998
ID_KGYNDTBBF99V,5434.2285999999995
ID_GI3LR9KE4WIR,1793.3527
ID_8U6M9EYJJP6X,618.4064000000001
ID_4KLDG9CKOVD5,5308.937599999999
ID_32BSSL3O2OXJ,14482.425399999991
ID_KYDX9NOWNHHF,977.4434999999997
ID_T8FVRRL6EU80,10196.551900000004
ID_WV1VA966CLHF,4869.6720000000005
ID_J39XTI1Y2IFF,9086.537499999999
ID_9VPOYHT8E11H,5776.387000000001
ID_E98K17P3QUKR,2713.7435000000005
ID_U9LGY90FUHJT,1211.5703999999994
ID_WW2HF4P7NZY9,6671.766399999998
ID_ADVJN6ZS1OVQ,3664.6419000000005
ID_WL8XZCGAI5YG,392.06089999999995
ID_VJX8P9WESFXV,5747.554799999997
ID_ZAN7V9EXFDQ2,15347.103499999996
ID_CH8081DEDYKG,12835.862999999998
ID_89VZGFWJ1BBC,9083.8277
ID_7OC199TULELB,4530.307899999998
ID_P7V28NSCISNT,1549.4352
ID_PMR9ZL9AI01Y,4898.421100000001
ID_8FA3NS2TZJXC,10044.046399999997
ID_ESVYOWXVU2YB,15031.207099999998
ID_LMAXDHP1FMQL,2437.2603000000004
ID_ZZTOPJK5TS54,6240.541
ID_VAVQCPCYJFD7,7109.519199999999
ID_VTWV4ZO9MDAX,12338.8995
ID_0SN7YNR5KB09,7374.608199999999
ID_MA8Z95RJIFBK,12630.2615
ID_67H501CZ3WSL,6052.379800000001
ID_G34P2XGEIU4N,9143.017000000003
ID_3151QYNEV9QB,11155.261799999997
ID_DFDYLA6N2PKL,2180.7757999999994
ID_O8RMJYIVM9RA,442.20900000000006
ID_SJD2XCIAPIYN,11402.158000000001
ID_FMQO2B3XCAWA,18444.5687
ID_CZ1BLDHLWJHX,7705.491599999999
ID_D8J84PCARRHT,4196.400799999999
ID_BXQ81CI2QKL9,13213.560199999996
ID_01W34DR9KKT1,7436.1111999999985
ID_1TNCDKCSY3L6,2350.8868000000007
ID_9F51Q2A95764,11008.058499999996
ID_SGV3ULWM0ENR,4479.061899999998
ID_213FCE16N0TM,12678.818099999997
ID_7MWEOU44XJR0,11907.403299999994
ID_EO634Q11XA4V,7151.102
ID_75YYSQ58YRQA,8008.823099999996
ID_XDVVWQMGP7E4,2329.4197
ID_E41QAD3JCKJD,529.1722
ID_03273XXYP38Q,5200.4257000000025
ID_HC78W0YS8OW9,3492.3173999999985
ID_XA7KJZ4E2955,11401.326999999996
ID_DCGJODFEVTXX,1134.2757000000001
ID_3CBVKYKNW1FT,9444.950699999998
ID_ZKF255A8ESPA,3609.2640999999985
ID_CK8IBFIMLU0K,1592.1042000000002
ID_1R89F6YAFISG,6016.567600000001
ID_70V5A0IT5TWQ,8507.366499999998
ID_2EIF6K4TAJ5K,3351.0176999999994
ID_EG8JEYMRAUW4,2613.3803000000007
ID_0KUOT4OXL6CR,8940.731699999998
ID_DIN6DFI3WB8A,969.2316999999999
ID_8YPZK7JQRUR5,8710.928699999999
ID_QEG2C8NWAXDE,3329.5629000000004
ID_L45M9GXGKWN0,4087.0212999999994
ID_9KEWJL39WMDH,1674.7153999999998
ID_UWXNKZDC1RPM,2350.7738999999997
ID_4FMVI4ELP31X,1560.9373999999998
ID_HN89SQSC74T2,14269.387799999993
ID_RJUFFK7MU9BZ,2661.73
ID_8V6VSCCFRM61,3617.0575
ID_S3B3QT8O9JDV,1469.8001999999997
ID_R8IPNVDN1EGX,13605.9561
ID_ZNAS4BAD7A5N,10094.916700000003
ID_KA5ESBFA0AI0,3079.9979
ID_GEWINW0P4JO5,3139.3515000000007
ID_V57G0JZ8FQUO,7109.519199999999
ID_XGR74V0XY334,3002.6978999999997
ID_ZCR0TFZ0KPU8,3730.597400000001
ID_8B2VFB8CIBAJ,988.6051999999995
ID_JG4HT38JBM3N,5245.041599999998
ID_9RKQKJ1B8BFI,14329.9352
ID_XK6O8TJZY663,7423.069099999998
ID_FRWNR5D6O1FD,11947.695899999997
ID_YRUPN19KCK6E,8877.922200000005
ID_DOHYYCO2PLMB,8007.367000000001
ID_2R66OR5XT80R,3505.0334000000007
ID_GP8YH3N5T8G9,2468.6638
ID_HBU6HFETG2YO,9587.521299999999
ID_PVK769EY8A8J,556.0260999999998
ID_QBCN8L07JGLX,11543.740799999996
ID_8ET9ZYSAXQDT,11305.071699999997
ID_MOPW4WJ0Z1GX,13843.1023
ID_9FIXL09TRMV1,3873.113899999999
ID_4E1IJSTQTLQJ,4180.7469
ID_392NMYNXZ53S,6454.2060999999985
ID_THBEOLJHQLNL,3162.528299999999
ID_HHXYRTCEG8MG,6945.695900000004
ID_YY3KCR9ITVMV,2777.757200000001
ID_9Y923ZFFPJQN,4620.742200000001
ID_WVWXDTJIV8R7,673.0464999999998
ID_JX9DQ8NPF54K,4675.358
ID_EEOIF0T741CX,4302.579499999999
ID_D8QV5KG8YRFZ,7569.306900000001
ID_U7TNSDHA83X6,523.3706000000001
ID_7I22APJFOYPD,7677.710500000002
ID_H0QYCW9HJANB,2520.1704
ID_SVF2Z6G8G637,4689.7842
ID_5WIUMTDPH0OO,510.3733000000001
ID_POWEG1FT0J13,6478.698499999998
ID_HMLVFSCHKS3L,5651.137900000001
ID_O6N9ZJK1FACG,4929.313699999999
ID_TAO02GVZRVFN,5008.925199999999
ID_JIIBC4E1S4SW,17369.361599999997
ID_YY57N81KLAUX,15400.728299999999
ID_Z1E320RBT1TS,11597.875399999995
ID_P0I5K357IU0S,1846.3779000000002
ID_NHTQH1IMF44R,4413.345899999999
ID_SKA05RY6JRL0,1974.5996000000007
ID_VF2CYWLSQC1O,9953.3544
ID_AN7T6XD09ECZ,2237.6888
ID_OGQPZ1VY2ESL,13481.443499999994
ID_NP3YKYHANSRM,3169.9642
ID_E0G5WPLBPSZ2,2313.013800000001
ID_794VXGFSF8ER,4653.2348999999995
ID_AN8DTFWXCMK3,12363.6168
ID_HBXMZA7L4G3F,5977.015000000001
ID_VDOE08F8SSXV,11885.088500000002
ID_UMF8MPW64B8F,19146.5257
ID_9PTCFLB602YY,14758.568099999999
ID_7L1W2BSWNWVM,13599.195199999995
ID_CIA85O437U86,11039.105500000003
ID_211P9D7NNCRG,1803.0255000000002
ID_KGS1YTCS6ZT9,6979.197499999997
ID_8XV68T4S0VW5,4501.192799999999
ID_ZEX64CE99SVZ,7272.742599999999
ID_TGOQBFWKKPKG,1635.9226999999998
ID_Z58SYRVGIACR,5819.996700000001
ID_NMHIWBTSJZQN,2047.9897
ID_WFVYPFEMAQF2,1400.2812999999994
ID_VT2ZWMF83G6N,3645.8956
ID_WI1D4BBUIR4B,1052.849
ID_KGZLWK34GX9D,5456.095199999999
ID_3MA8YXZTCKT2,780.5956
ID_7ABU3KDAYDBY,8756.303100000001
ID_VBZTESZIZCEO,1787.8288999999995
ID_3UA5IG4N83LP,974.7461999999999
ID_C6I44HK0RXDI,4866.483899999997
ID_GS7Q3UW43WIO,2178.8296
ID_TPDYRPM6A7D2,3316.5317999999993
ID_6OHX8JN7JB3X,14214.247700000002
ID_TTK8I9PHKUA0,8615.813900000001
ID_FGEJ98HTD23H,15450.806
ID_QNJUXTGEK7CF,5385.496500000001
ID_9KCIJ85N3B2X,7295.506100000001
ID_18LQKZBUF09C,650.5489000000001
ID_MBWR06IXJQUK,5033.583999999998
ID_C6W4R9JTLKTK,5350.0455
ID_ZCE95FW33LB7,16113.220000000003
ID_WNEDSHN8DSZR,9741.071100000001
ID_M1G6IPH6BQJW,2247.504600000001
ID_F0H7LTTLO1IJ,6491.581799999999
ID_BRS9M03IO8UK,8950.5295
ID_5UDO9F2TO3F9,1730.8847000000014
ID_H0MP86YNQ1NS,2041.3299000000002
ID_2NZGOJJED4OW,4808.718300000001
ID_THNEX8B5F9GR,7943.372500000005
ID_P6J0CMX6UDDU,10616.506499999996
ID_6B3RIZOF5QQI,20265.227400000003
ID_Y7LSKGNSUXR0,3510.7935
ID_YSYX8ZXI6GTJ,3961.960900000001
ID_WQE9L0TWWUH3,8496.506300000003
ID_MKSNN4TXJAAG,5553.7949000000035
ID_QLZKP3UHQOBM,5080.810499999998
ID_KF9TO8JAP1XL,763.4085
ID_41CCROA28WCT,2437.2949000000003
ID_PX44U5A7D172,3518.7778999999987
ID_F1ZBRIIPABK5,3154.9936
ID_NDQ56EADPM6T,455.4864
ID_C726BF7ZWWPF,8742.857599999996
ID_GS1SFY83GP07,2988.4648000000016
ID_UBNR4U7UYCUS,3684.3568000000005
ID_MB1QG8FMQJFK,4985.8008
ID_D8QQDQBRKGRL,8620.661999999998
ID_5Q396H4ODDI3,11528.764300000004
ID_WKTM9VPXIRDW,1837.1916999999999
ID_9HWQ9QWUYQFI,9508.222099999999
ID_N2BPM0WVYMUH,11763.9867
ID_3SZ213E7BZL0,11261.263899999998
ID_BO8VK3A5PL6P,13726.054199999999
ID_J49R9CZPNZXH,2120.7286999999997
ID_HRIYVNW2PACX,11155.938099999998
ID_JKJVED8SE6R2,2825.0868
ID_34U124ZJFQK9,3271.1686000000004
ID_2H6W46GNEKHI,2191.6412999999984
ID_HYW8E1MUR6QH,6134.477200000001
ID_RMFBC7YU8W8C,6289.181900000003
ID_HEZU6ADL40WT,10819.454200000002
ID_JHBLJ871RH3O,14988.686399999995
ID_6XPLS8K9C09Y,2814.7234000000003
ID_Q7FIKENS2B8O,8597.262700000003
ID_RHF0UU89HK6Y,2104.8219000000004
ID_MRQ6D0YP8DYM,2958.0801000000006
ID_V45AYEZNEVVC,14236.930100000003
ID_HV9L08AALVGU,2779.5117
ID_12I37GU04T0Z,8766.178900000004
ID_2E24PH5KAEYB,1577.0651999999995
ID_JBIF6PY761DU,5546.052899999999
ID_TUZOEUPE0MCR,1361.4465999999998
ID_RWJZNENPM8E0,1118.6016999999997
ID_I6KHNRQH6MP7,1101.7655
ID_LTD76QGHF1PV,7356.391699999999
ID_9AN0TXBXRLAK,11094.2425
ID_BA5Z5G0EXGXD,13894.490799999996
ID_R6V01W0FNKDW,16408.664000000004
ID_AUXAAS4TXV12,1739.2330999999995
ID_93TY8VZR42JK,1938.8632
ID_VDEDGMG9YCK5,4409.048199999998
ID_JY10QGQ9KSWU,10341.147400000005
ID_XGUOFRUBSRAG,10198.480899999997
ID_LJM2YG23KPID,12736.9379
ID_FNE16CQ0SMXC,15775.9996
ID_GI5SX5QB8QVG,7241.445500000002
ID_CQZEZBD84E8U,2579.0861000000004
ID_TIZIUUU5CNZX,9948.5738
ID_EJJP6K6W8Q2C,6949.945999999997
ID_W3WUQ7L7P5NG,2937.581199999999
ID_8VYSMGRVFPOZ,13127.561199999995
ID_4242Y8TSRMK9,14752.953599999999
ID_XFUA33VPA3MJ,539.5283000000001
ID_GCICZ4EX3SBH,7774.218299999999
ID_L3GPXY80GF09,13138.916799999997
ID_0T0QB7UQOEFH,14013.862299999995
ID_1DOOO7S2CED8,6694.446000000001
ID_92LWUINRR7TW,8945.309000000003
ID_3R9IS1MOCH35,563.6505
ID_1KDANGYO6QEQ,7726.001100000001
ID_TP884H61JSMD,7632.1277
ID_CVDU382QF9Q0,2374.5104999999994
ID_ZPV7ARGUJTIA,14164.012399999996
ID_8C8TVOO4DMBE,8243.6057
ID_E4COPG2OXDHV,8975.3951
ID_ACEQ0FHP9QIX,13978.056899999998
ID_BFIOMVF6WZUU,7363.612599999998
ID_PXR1ZDSBTE3E,2045.4622999999992
ID_D1H1IUF73AD9,9621.879899999998
ID_IQY0O532P1X8,6295.9815
ID_KK6NIF842ATE,16177.3678
ID_I6MYYR2K6R7C,3127.561699999999
ID_599H9IG17MTW,13381.766400000004
ID_WC0CMEJBATHC,12601.421299999998
ID_2V72OE8UZ3WX,10369.131
ID_QSZT95GKPOA7,2105.3932
ID_6K22KKD1XVJT,4198.626899999999
ID_NYE3SZEULY36,5682.432200000002
ID_CU7LTFJMMLA6,11636.997199999998
ID_6IDV6RAA1284,630.7159999999999
ID_Y9U29838Z4GD,4883.7731
ID_6WWCLJ7H4F6A,13046.109199999997
ID_K4K6PUYEU24U,1793.6002000000005
ID_PI6GYKWI6P0G,3649.9682000000007
ID_SAQCGS6554LZ,687.3963000000002
ID_BVOAWUBC8XME,650.2541
ID_TXK6T1OAADJA,7365.280600000002
ID_DRP9DSYBBKKJ,7389.154099999998
ID_49DKD6ALGKG8,2632.3564999999985
ID_13UIZWUK2F48,1724.8473999999997
ID_66DUWHT27FU8,2709.8345
ID_B5UM461WA6NE,2354.2205000000004
ID_MWQF5JJHS408,2813.896700000001
ID_55RHE2VA1F9F,1496.4001
ID_GBXMJN954MQG,2315.9368999999997
ID_7UR0YKDH55IG,4580.421999999999
ID_D73UIFH3CVYY,2945.0337000000018
ID_0B96J5GMJCD3,7022.460300000002
ID_CQG3GGXCYJUB,4728.2974
ID_V3H777SVNIYK,4558.517800000001
ID_RPCVVZZDQTA1,3196.0461000000005
ID_ZKHJPCDP3EAB,1472.4487999999994
ID_VT6TERRDHH43,1225.1054
ID_0P7MDYG13JOX,12377.600799999997
ID_W3K6M3KBF35B,2449.232599999999
ID_IM5KITNJYERP,15623.012899999998
ID_KYN19S7B8DIH,6965.3261
ID_8BXIB7TZK3DW,7616.950900000001
ID_ENPPWZE8NEK4,13180.443900000002
ID_7Y6T3L44PS2D,8000.098899999999
ID_V3OS20N8R57S,8457.820599999995
ID_0ISG1TUCS1XX,2418.5333
ID_PP4K9QEQKQZY,3190.3694000000014
ID_2LK7LUZIXDYB,12652.428199999997
ID_P64KF4VTMZDS,11852.630599999997
ID_UN9X1AKPK31F,2090.374199999999
ID_99BCUR29TWXG,10323.9658
ID_IWH9DXBIJ2H0,6588.7818
ID_BQA14YCPWB7L,669.8314000000001
ID_X46VLQ8VJQZI,1909.0743999999997
ID_P326ZL1PHSPX,1982.3253
ID_Y4HMT0I9C6KP,3385.0799999999995
ID_WJGMTN39YQWE,5707.730999999999
ID_KV9GXJXJXTLV,11305.419899999995
ID_51R9NHYUYN1X,4069.7683999999995
ID_EWAIRUEUCV6D,2890.1025
ID_Q9QEMEAAMDE0,3572.804199999999
ID_8L0QJCNHE9ZF,4606.615500000001
ID_LJHIIYZB6PJU,7754.000299999999
ID_8Q1L9SYZG0RU,2652.9343999999996
ID_SL1LFFPW1D91,580.6900999999999
ID_5E4UAMKJ4GBA,932.1232000000002
ID_8Z0TWHO288YQ,1718.5027
ID_H10EUKNJIY82,10672.552299999996
ID_42E10N9Q3F3K,13859.756599999986
ID_MAFX7WTD7NY0,11090.309800000003
ID_E1A0HSPCNHSL,2788.7094
ID_WEIAHRZHXSP5,2699.4587999999994
ID_FUBJ9MXO0FA0,8038.461699999999
ID_JTZK5CP0OI2P,6606.234299999999
ID_B6ICSZC3O7P7,5128.853200000001
ID_1XUZTK75DZ3R,5762.1545000000015
ID_KD8XRR3E45AQ,6307.993999999999
ID_I1QKJR9Y1L1O,8136.9651
ID_03JZDFTOWAX1,6550.459000000002
ID_16IYZXXCFIF7,13550.336700000002
ID_3GUHMGNZDUXT,435.8488
ID_L78STIOQOBUJ,7277.5419999999995
